map_name,ID,Scientific_name,Family,original_matrix_name,matrix_name,publication_name,height,length,width,ratio
combretum_vendae.shp,1222,Combretum_vendae,Combretaceae,Combretum_vendae_OM_MvdB9,Combretum_vendae_OM_MvdB9,Combretum_vendae_A.E.van_Wyk_,5,8,4.5,1.78
combretum_wattii.shp,1223,Combretum_wattii,Combretaceae,Combretum_wattii_OM995,Combretum_wattii_OM995,Combretum_wattii_Exell,6,4,4,1
combretum_woodii.shp,1224,Combretum_woodii,Combretaceae,Combretum_woodii_OM1646,Combretum_woodii_OM1646,Combretum_kraussii_Hochst.,7,15,7.5,2
combretum_zeyheri.shp,1225,Combretum_zeyheri,Combretaceae,Combretum_zeyheri_RL1440,Combretum_zeyheri_RL1440,Combretum_zeyheri_Sond.,10,16,10,1.6
commiphora_africana_africana.shp,1592,Commiphora_africana_var._africana,Burseraceae,Commiphora_africana_OM334,Commiphora_africana_OM334,Commiphora_africana_(A.Rich.)_Endl.,5,6.5,5,1.3
commiphora_edulis_subsp_edulis.shp,1602,Commiphora_edulis_subsp._edulis,Burseraceae,Commiphora_edulis_OM1309,Commiphora_edulis_OM1309,Commiphora_edulis_(Klotzsch)_Engl.,10,6.5,3,2.17
commiphora_glandulosa.shp,1605,Commiphora_glandulosa,Burseraceae,Commiphora_glandulosa_RBN160,Commiphora_glandulosa_RBN160,Commiphora_glandulosa_Schinz,10,6.5,4.5,1.44
commiphora_harveyi.shp,1608,Commiphora_harveyi,Burseraceae,Commiphora_harveyi_OM1455,Commiphora_harveyi_OM1455,Commiphora_harveyi_(Engl.)_Engl.,18,8,3,2.67
commiphora_marlothii.shp,1613,Commiphora_marlothii,Burseraceae,Commiphora_marlothii_OM1587,Commiphora_marlothii_OM1587,Commiphora_marlothii_Engl.,13,8,4,2
commiphora_mollis.shp,1614,Commiphora_mollis,Burseraceae,Commiphora_mollis_OM1275,Commiphora_mollis_OM1275,Commiphora_mollis_(Oliv.)_Engl.,8,6,3,2
commiphora_neglecta.shp,1618,Commiphora_neglecta,Burseraceae,Commiphora_neglecta_RL1343,Commiphora_neglecta_RL1343,Commiphora_neglecta_Verd.,8,6,3.5,1.71
commiphora_pyracanthoides.shp,1621,Commiphora_pyracanthoides,Burseraceae,Commiphora_pyracanthoides_OM1310,Commiphora_pyracanthoides_OM1310,Commiphora_pyracanthoides_Engl.,3,5.5,3.2,1.72
commiphora_schimperi.shp,1623,Commiphora_schimperi,Burseraceae,Commiphora_schimperi_OM1361,Commiphora_schimperi_OM1361,Commiphora_schimperi_(O.Bergman)_Engl.,8,5,3.5,1.43
commiphora_serrata.shp,1625,Commiphora_serrata,Burseraceae,Commiphora_serrata_OM2660,Commiphora_serrata_OM2660,Commiphora_serrata_Engl.,8,5.5,1.5,3.67
commiphora_woodii.shp,1632,Commiphora_woodii,Burseraceae,Commiphora_woodii_OM2276,Commiphora_woodii_OM2276,Commiphora_woodii_Engl.,15,13,5,2.6
commiphora_zanzibarica.shp,1633,Commiphora_zanzibarica,Burseraceae,Commiphora_zanzibarica_OM2432,Commiphora_zanzibarica_OM2432,Commiphora_zanzibarica_(Baill.)_Engl.,12,7,3.5,2
coptosperma_rhodesiacum.shp,2035,Coptosperma__rhodesiacum,Rubiaceae,Coptosperma_rhodesiacum_CS24,Coptosperma_rhodesiacum_CS24,Coptosperma_rhodesiacum_(Bremek.)_Degreef_,10,10.5,6.5,1.62
coptosperma_supra-axillare.shp,2036,Coptosperma__supra-axillare,Rubiaceae,Coptosperma_supra_axillare_RBN302,Coptosperma_supra_axillare_RBN302,Coptosperma_supra-axillare_(Hemsl.)_Degreef,7,9,3.5,2.57
coptosperma_zygoon.shp,2037,Coptosperma__zygoon,Rubiaceae,Coptosperma_zygoon_OM1908,Coptosperma_zygoon_OM1908,Coptosperma_zygoon_(Bridson)_Degreef_,2,3,1.5,2
cordia_africana.shp,1890,Cordia_africana,Boraginaceae,Cordia_africana_OM1983,Cordia_africana_OM1983,Cordia_africana_Lam.,15,21,16.5,1.27
cordia_caffra.shp,1891,Cordia_caffra,Boraginaceae,Cordia_caffra_OM1561,Cordia_caffra_OM1561,Cordia_caffra_Sond.,13,10,4,2.5
cordia_grandicalyx.shp,1893,Cordia_grandicalyx,Boraginaceae,Cordia_grandicalyx_OM837,Cordia_grandicalyx_OM837,Cordia_grandicalyx_Oberm.,5,16,12.5,1.28
cordia_ovalis.shp,1895,Cordia_ovalis,Boraginaceae,Cordia_ovalis_OM353,Cordia_ovalis_OM353,Cordia_monoica_Roxb.,7,10,10,1
cordia_sinensis.shp,1898,Cordia_sinensis,Boraginaceae,Cordia_sinensis_OM354,Cordia_sinensis_OM354,Cordia_sinensis_Lam.,8,9,4.5,2
cordia_stuhlmannii.shp,1899,Cordia_stuhlmannii,Boraginaceae,Cordia_stuhlmannii_OM2410,Cordia_stuhlmannii_OM2410,Cordia_stuhlmannii_G≥rke_,8,12,4.5,2.67
cordia_torrei.shp,1900,Cordia_torrei,Boraginaceae,Cordia_toreii_OM2588,Cordia_toreii_OM2588,Cordia_torrei_E.S.Martins,5,8,6,1.33
cordyla_africana.shp,830,Cordyla_africana,Fabaceae,Cordyla_africana_OM2745,Cordyla_africana_OM2745,Cordyla_africana_Lour.,25,5,2.4,2.08
craibia_brevicaudata_baptistarum.shp,831,Craibia_brevicaudata_subsp._baptistarum,Fabaceae,Craibia_brevicaudata_OM1813,Craibia_brevicaudata_OM1813,Craibia_brevicaudata_subsp._baptistarum_(Buttner)_J.B.Gillett,18,11,3.5,3.14
craibia_zimmermannii.shp,832,Craibia_zimmermannii,Fabaceae,Craibia_zimmermannii_OM2230,Craibia_zimmermannii_OM2230,Craibia_zimmermannii_(Harms)_Dunn,15,9,4,2.25
crassula_arborescens_arborescens.shp,257,Crassula_arborescens_subsp._arborescens,Crassulaceae,Crassula_arborescens_JG053,Crassula_arborescens_JG053,Crassula_arborescens_(Mill.)_Willd.,3,4,3,1.33
craterispermum_schweinfurthii.shp,2038,Craterispermum_schweinfurthii,Rubiaceae,Craterispermum_schweinfurthii_OM2654,Craterispermum_schweinfurthii_OM2654,Craterispermum_schweinfurthii_Hiern,15,18,7.5,2.4
crossopteryx_febrifuga.shp,2040,Crossopteryx_febrifuga,Rubiaceae,Crossopteryx_febrifuga_OM2347,Crossopteryx_febrifuga_OM2347,Crossopteryx_febrifuga_(Afzel._ex_G.Don)_Benth.,10,13,7,1.86
crotalaria_capensis.shp,834,Crotalaria_capensis,Fabaceae,Crotalaria_capensis_OM3786,Crotalaria_capensis_OM3786,Crotalaria_capensis_Jacq.,3,6,2.5,2.4
crotalaria_laburnifolia_australis.shp,837,Crotalaria_laburnifolia_subsp._australis,Fabaceae,Crotalaria_laburnifolia_australis_OM608,Crotalaria_laburnifolia_australis_OM608,Crotalaria_laburnifolia_subsp._australis_(Baker_f.)_Polhill,2,6.5,3.5,1.86
crotalaria_monteiroi.shp,838,Crotalaria_monteiroi,Fabaceae,Crotalaria_monteiroi_galpinii_MlR008,Crotalaria_monteiroi_galpinii_MlR008,Crotalaria_monteiroi_Baker_f._,4,3,1,3
croton_gratissimus_gratissimus.shp,455,Croton_gratissimus_var._gratissimus,Euphorbiaceae,Croton_gratissimus_OM1946,Croton_gratissimus_OM1946,Croton_gratissimus_Burch.,10,18,6,3
croton_madandensis.shp,461,Croton_madandensis,Euphorbiaceae,Croton_madandensis_RL1539,Croton_madandensis_RL1539,Croton_madandensis_S.Moore,5,8,4,2
croton_megalobotrys.shp,462,Croton_megalobotrys,Euphorbiaceae,Croton_megalobotrys_RL1574,Croton_megalobotrys_RL1574,Croton_megalobotrys_M≥ll.Arg.,15,18,13,1.38
croton_pseudopulchellus.shp,464,Croton_pseudopulchellus,Euphorbiaceae,Croton_pseudopulchellus_RBN262,Croton_pseudopulchellus_RBN262,Croton_pseudopulchellus_Pax,5,8,4,2
croton_steenkampianus.shp,466,Croton_steenkampianus,Euphorbiaceae,Croton_steenkampianus_RBN151,Croton_steenkampianus_RBN151,Croton_steenkampianus_Gerstner,7,15,10,1.5
croton_sylvaticus.shp,467,Croton_sylvaticus,Euphorbiaceae,Croton_sylvaticus_OM2246,Croton_sylvaticus_OM2246,Croton_sylvaticus_Hochst.,30,21,14,1.5
cryptocarya_latifolia.shp,69,Cryptocarya_latifolia,Lauraceae,Cryptocarya_latifolia_Abbott9255,Cryptocarya_latifolia_Abbott9255,Cryptocarya_latifolia_Sond.,20,10,4,2.5
cryptocarya_liebertiana.shp,70,Cryptocarya_liebertiana,Lauraceae,Cryptocarya_liebertiana_OM2300,Cryptocarya_liebertiana_OM2300,Cryptocarya_liebertiana_Engl.,35,13.5,7.5,1.8
cryptocarya_myrtifolia.shp,71,Cryptocarya_myrtifolia,Lauraceae,Cryptocarya_myrtifolia_Abbott9137,Cryptocarya_myrtifolia_Abbott9137,Cryptocarya_myrtifolia_Stapf_,20,5,2.5,2
cryptocarya_woodii.shp,73,Cryptocarya_woodii,Lauraceae,Cryptocarya_woodii_Abbott9116,Cryptocarya_woodii_Abbott9116,Cryptocarya_woodii_Engl.,20,9,5,1.8
cryptocarya_wyliei.shp,74,Cryptocarya_wyliei,Lauraceae,Cryptocarya_wyliei_Abbott9110,Cryptocarya_wyliei_Abbott9110,Cryptocarya_wyliei_Stapf,4,3,2,1.5
cunonia_capensis.shp,393,Cunonia_capensis,Cunoniaceae,Cunonia_capensis_Abbott9237,Cunonia_capensis_Abbott9237,Cunonia_capensis_L.,30,10,5,2
curtisia_dentata.shp,1773,Curtisia_dentata,Cornaceae,Curtisia_dentata_OM3167,Curtisia_dentata_OM3167,Curtisia_dentata_(Burm.f.)_C.A.Sm.,20,10,7.5,1.33
cussonia_arborea.shp,2486,Cussonia_arborea,Araliaceae,Cussonia_arborea_BDV010,Cussonia_arborea_BDV010,Cussonia_arborea_Hochst._ex_A.Rich.,10,25,10,2.5
cussonia_arenicola.shp,2487,Cussonia_arenicola,Araliaceae,Cussonia_arenicola_BDV105,Cussonia_arenicola_BDV105,Cussonia_arenicola_Strey,3,15,6,2.5
cussonia_natalensis.shp,2489,Cussonia_natalensis,Araliaceae,Cussonia_natalensis_OM975,Cussonia_natalensis_OM975,Cussonia_natalensis_Sond._,10,12,20,0.6
cussonia_spicata.shp,2494,Cussonia_spicata,Araliaceae,Cussonia_spicata_OM1553,Cussonia_spicata_OM1553,Cussonia_spicata_Thunb.,10,15,4,3.75
cussonia_thyrsiflora.shp,2495,Cussonia_thyrsiflora,Araliaceae,Cussonia_thyrsiflora_OM3100,Cussonia_thyrsiflora_OM3100,Cussonia_thyrsiflora_Thunb.,5,8,4,2
cussonia_transvaalensis.shp,2496,Cussonia_transvaalensis,Araliaceae,Cussonia_transvaalensis_BDV58,Cussonia_transvaalensis_BDV58,Cussonia_transvaalensis_Reyneke,5,20,4,5
cycas_thouarsii.shp,7,Cycas_thouarsii,Cycadaceae,Cycas_thouarsii_Genbank,Cycas_thouarsii_Genbank,Cycas_thouarsii_R.Br.,10,30,1,30
cyclopia_genistoides.shp,843,Cyclopia_genistoides,Fabaceae,Cyclopia_genistoides_JWB022,Cyclopia_genistoides_JWB022,Cyclopia_genistoides_(L.)_Vent.,2,2,0.2,10
cyphomandra_betacea.shp,2355,Cyphomandra_betacea,Solanaceae,Cyphomandra_betacea_Genbank,Cyphomandra_betacea_Genbank,Cyphomandra_betacea_(Cav.)_Miers,Exotic,Exotic,Exotic,NA
dahlgrenodendron_natalense.shp,75,Dahlgrenodendron_natalense,Lauraceae,Dahlgrenodendron_natalense_Abbott9240,Dahlgrenodendron_natalense_Abbott9240,Cryptocarya_natalensis_(Ross)_Kosterm.,20,10,5,2
dais_cotinifolia.shp,1446,Dais_cotinifolia,Thymelaeaceae,Dais_cotinifolia_OM1708,Dais_cotinifolia_OM1708,Dais_cotinifolia_L.,13,9,5,1.8
dalbergia_arbutifolia_arbutifolia.shp,849,Dalbergia_arbutifolia_subsp._arbutifolia,Fabaceae,Dalbergia_arbutifolia_OM2712,Dalbergia_arbutifolia_OM2712,Dalbergia_arbutifolia_Baker,12,4,2.3,1.74
dalbergia_armata.shp,850,Dalbergia_armata,Fabaceae,Dalbergia_armata_OM3271,Dalbergia_armata_OM3271,Dalbergia_armata_E.Mey.,5,1.1,0.8,1.38
dalbergia_boehmii_boehmii.shp,851,Dalbergia_boehmii_subsp._boehmii,Fabaceae,Dalbergia_boehmii_OM2452,Dalbergia_boehmii_OM2452,Dalbergia_boehmii_Taub.,10,7.5,3.5,2.14
dalbergia_melanoxylon.shp,855,Dalbergia_melanoxylon,Fabaceae,Dalbergia_melanoxylon_OM2394,Dalbergia_melanoxylon_OM2394,Dalbergia_melanoxylon_Guill._&_Perr.,7,3,2,1.5
dalbergia_multijuga.shp,856,Dalbergia_multijuga,Fabaceae,Dalbergia_multijuga_Abbott9158,Dalbergia_multijuga_Abbott9158,Dalbergia_multijuga_E.Mey.,5,1.5,0.7,2.14
dalbergia_nitidula.shp,857,Dalbergia_nitidula,Fabaceae,Dalbergia_nitidula_OM2534,Dalbergia_nitidula_OM2534,Dalbergia_nitidula_Baker,7,5,2,2.5
dalbergia_obovata.shp,858,Dalbergia_obovata,Fabaceae,Dalbergia_obovata_Abbott9170,Dalbergia_obovata_Abbott9170,Dalbergia_obovata_E.Mey.,6,6,3,2
Dalbergiella_nyasae.shp,859,Dalbergiella_nyasae,Fabaceae,Dalbergiella_nyasae_Genbank,Dalbergiella_nyasae_Genbank,Dalbergiella_nyassae_Baker_f.,9,6,3,2
deinbollia_oblongifolia.shp,1710,Deinbollia_oblongifolia,Sapindaceae,Deinbollia_oblongifolia_RL1351,Deinbollia_oblongifolia_RL1351,Deinbollia_oblongifolia_(E.Mey.)_Radlk.,3.5,15,5,3
deinbollia_xanthocarpa.shp,1711,Deinbollia_xanthocarpa,Sapindaceae,Deinbollia_xanthocarpa_OM2067,Deinbollia_xanthocarpa_OM2067,Deinbollia_xanthocarpa_(Klotzsch)_Radlk.,10,8,3,2.67
derris_trifoliata.shp,860,Derris_trifoliata,Fabaceae,Derris_trifoliata_Genbank,Derris_trifoliata_Genbank,Derris_trifoliata_Lour.,15,5,3,1.67
dialium_schlechteri.shp,862,Dialium_schlechteri,Fabaceae,Dialium_schlechteri_OM2498,Dialium_schlechteri_OM2498,Dialium_schlechteri_Harms,15,3.5,1.9,1.84
dichrostachys_cinerea_africana.shp,863,Dichrostachys_cinerea_subsp._africana,Fabaceae,Dichrostachys_cinerea_africana_RBN359,Dichrostachys_cinerea_africana_RBN359,Dichrostachys_cinerea_subsp._africana_Brenan_&_Brummitt,6,1,0.2,5
dichrostachys_cinerea_nyassana.shp,864,Dichrostachys_cinerea_subsp._nyassana,Fabaceae,Dichrostachys_cinerea_nyassana_OM283,Dichrostachys_cinerea_nyassana_OM283,Dichrostachys_cinerea_subsp._nyassana_(Taub.)_Brenan,6,1,0.3,3.33
didelta_spinosa.shp,2406,Didelta_spinosa,Asteraceae,Didelta_spinosa_MWC27188,Didelta_spinosa_MWC27188,Didelta_spinosa_(L.f.)_Aiton,3,6,5,1.2
dioscorea_elephantipes.shp,101,Dioscorea_elephantipes,Dioscoreaceae,Dioscorea_elephantipes_LTM019,Dioscorea_elephantipes_LTM019,Dioscorea_elephantipes_(L'H⁄r.)_Engl.,3,2,3,0.67
diospyros_abyssinica_abyssinica.shp,1774,Diospyros_abyssinica_subsp._abyssinica,Ebenaceae,Diospyros_abyssinica_Genbank,Diospyros_abyssinica_Genbank,Diospyros_abyssinica_(Hiern)_F.White,36,12,4,3
diospyros_batocana.shp,1778,Diospyros_batocana,Ebenaceae,Diospyros_batocana_MWC21210,Diospyros_batocana_MWC21210,Diospyros_batocana_Hiern,8,12,4,3
diospyros_dichrophylla.shp,1779,Diospyros_dichrophylla,Ebenaceae,Diospyros_dichrophylla_Abbott9162,Diospyros_dichrophylla_Abbott9162,Diospyros_dichrophylla_(Gand.)_De_Winter,3,8,2.5,3.2
diospyros_ferrea.shp,1780,Diospyros_ferrea,Ebenaceae,Diospyros_ferrea_MWC21193,Diospyros_ferrea_MWC21193,Diospyros_vera_(Lour.)_A.Chev.,20,8,3.5,2.29
diospyros_glabra.shp,1782,Diospyros_glabra,Ebenaceae,Diospyros_glabra_OM2933,Diospyros_glabra_OM2933,Diospyros_glabra_(L.)_De_Winter_,5,3,1,3
diospyros_inhacaensis.shp,1784,Diospyros_inhacaensis,Ebenaceae,Diospyros_inhacaensis_OM2225,Diospyros_inhacaensis_OM2225,Diospyros_inhacaensis_F.White,15,7,3.5,2
diospyros_loureiriana_loureiriana.shp,1786,Diospyros_loureiriana_subsp._loureiriana,Ebenaceae,Diospyros_loureriana_OM2145,Diospyros_loureriana_OM2145,Diospyros_loureiroana_G.Don_,10,11,7,1.57
diospyros_lycioides_guerkei.shp,1787,Diospyros_lycioides_subsp._guerkei,Ebenaceae,Diospyros_lycioides_guerkei_RBN343,Diospyros_lycioides_guerkei_RBN343,Diospyros_lycioides_subsp._guerkei_(Kuntze)_De_Winter,7,5,2,2.5
diospyros_lycioides_lycioides.shp,1788,Diospyros_lycioides_subsp._lycoides,Ebenaceae,Diospyros_lycioides_lycioides_OM2126,Diospyros_lycioides_lycioides_OM2126,Diospyros_lycioides_Desf.,7,4,1.5,2.67
diospyros_mespiliformis.shp,1791,Diospyros_mespiliformis,Ebenaceae,Diospyros_mespiliformis_OM218,Diospyros_mespiliformis_OM218,Diospyros_mespiliformis_Hochst._ex_A.DC.,25,14,4.5,3.11
diospyros_natalensis_natalensis.shp,1792,Diospyros_natalensis_subsp._natalensis,Ebenaceae,Diospyros_natalensis_natalensis_OM1763,Diospyros_natalensis_natalensis_OM1763,Diospyros_natalensis_(Harv.)_Brenan,10,4,2,2
diospyros_natalensis_nummularia.shp,1793,Diospyros_natalensis_subsp._nummularia,Ebenaceae,Diospyros_natalensis_nummularia_OM1838,Diospyros_natalensis_nummularia_OM1838,Diospyros_natalensis_subsp._nummularia_(Brenan)_F._White,10,4,2,2
diospyros_rotundifolia.shp,1797,Diospyros_rotundifolia,Ebenaceae,Diospyros_rotundifolia_OM2468,Diospyros_rotundifolia_OM2468,Diospyros_rotundifolia_Hiern,9,6,6,1
diospyros_scabrida.shp,1798,Diospyros_scabrida,Ebenaceae,Diospyros_scabrida_Abbott9246,Diospyros_scabrida_Abbott9246,Diospyros_scabrida_(Harv._ex_Hiern)_De_Winter,3,8,3,2.67
diospyros_simii.shp,1800,Diospyros_simii,Ebenaceae,Diospyros_simii_Abbott9204,Diospyros_simii_Abbott9204,Diospyros_simii_(Kuntze)_De_Winter_,7,6,2,3
diospyros_squarrosa.shp,1802,Diospyros_squarrosa,Ebenaceae,Diospyros_squarrosa_OM3485,Diospyros_squarrosa_OM3485,Diospyros_squarrosa_Klotzsch_,8,9,6.5,1.38
diospyros_verrucosa.shp,1803,Diospyros_verrucosa,Ebenaceae,Diospyros_verrucosa_OM2379,Diospyros_verrucosa_OM2379,Diospyros_verrucosa_Hiern,5,12.5,5.5,2.27
diospyros_villosa_parvifolia.shp,1804,Diospyros_villosa_var._parvifolia,Ebenaceae,Diospyros_villosa_parvifolia_OM1365,Diospyros_villosa_parvifolia_OM1365,Diospyros_villosa_(L.)_De_Winter.,4,3.5,2,1.75
diospyros_villosa_villosa.shp,1805,Diospyros_villosa_var._villosa,Ebenaceae,Diospyros_villosa_villosa_OM1575,Diospyros_villosa_villosa_OM1575,Diospyros_villosa_(L.)_De_Winter,4,13,6,2.17
diospyros_whyteana.shp,1806,Diospyros_whyteana,Ebenaceae,Diospyros_whyteana_OM_MvdB59,Diospyros_whyteana_OM_MvdB59,Diospyros_whyteana_(Hiern)_P.White,7,4.5,3,1.5
diplorhynchus_condylocarpon.shp,1935,Diplorhynchus_condylocarpon,Apocynaceae,Diplorhynchus_condylocarpon_OM2073,Diplorhynchus_condylocarpon_OM2073,Diplorhynchus_condylocarpon_(M≥ll.Arg.)_Pichon,12,9,5.5,1.64
dissotis_princeps.shp,1246,Dissotis_princeps,Melastomataceae,Dissotis_princeps_OM2481,Dissotis_princeps_OM2481,Dissotis_princeps_(Kunth)_Triana,3,12,5,2.4
distephanus_divaricatus.shp,2410,Distephanus_divaricatus,Asteraceae,Distephanus_divaricatus_OM2758,Distephanus_divaricatus_OM2758,Distephanus_divaricatus_(Steetz)_H.Rob._&_B.Kahn,8,12,10,1.2
dodonaea_viscosa_angustifolia.shp,1713,Dodonaea_viscosa_var._angustifolia,Sapindaceae,Dodonaea_angustifolia_OM2129,Dodonaea_angustifolia_OM2129,Dodonaea_viscosa_subsp._angustifolia_(L.f.)_J.G.West.,9,10,3,3.33
dodonaea_viscosa_viscosa.shp,1715,Dodonaea_viscosa_var._viscosa,Sapindaceae,Dodonaea_viscosa_Abbott9229,Dodonaea_viscosa_Abbott9229,Dodonaea_viscosa_Jacq.,2,10,3,3.33
dombeya_autumnalis.shp,1379,Dombeya_autumnalis,Malvaceae,Dombeya_autumnalis_OM2004,Dombeya_autumnalis_OM2004,Dombeya_autumnalis_Verd.,5,5,5,1
dombeya_burgessiae.shp,1380,Dombeya_burgessiae,Malvaceae,Dombeya_burgessiae_OM1537,Dombeya_burgessiae_OM1537,Dombeya_burgessiae_Gerrard_ex_Harv._&_Sond.,5,20,19,1.05
dombeya_cymosa.shp,1381,Dombeya_cymosa,Malvaceae,Dombeya_cymosa_OM1507,Dombeya_cymosa_OM1507,Dombeya_cymosa_Harv.,10,7,6,1.17
dombeya_rotundifolia_rotundifolia.shp,1385,Dombeya_rotundifolia_var._rotundifolia,Malvaceae,Dombeya_rotundifolia_OM489,Dombeya_rotundifolia_OM489,Dombeya_rotundifolia_Planch.,8,15,15,1
dombeya_tiliacea.shp,1388,Dombeya_tiliacea,Malvaceae,Dombeya_tiliacea_Abbott9252,Dombeya_tiliacea_Abbott9252,Dombeya_tiliacea_(Endl.)_Planch.,10,10,3,3.33
dovyalis_caffra.shp,630,Dovyalis_caffra,Salicaceae,Dovyalis_caffra_RBN286,Dovyalis_caffra_RBN286,Dovyalis_caffra_(Hook._f._&_Harv.)_Warb.,8,5.5,3,1.83
dovyalis_hispidula.shp,631,Dovyalis_hispidula,Salicaceae,Dovyalis_hispidula_OM2581,Dovyalis_hispidula_OM2581,Dovyalis_hispidula_Wild,4,3.5,2.5,1.4
dovyalis_longispina.shp,632,Dovyalis_longispina,Salicaceae,Dovyalis_longispina_OM2602,Dovyalis_longispina_OM2602,Dovyalis_longispina_Warb.,15,9.5,6,1.58
dovyalis_lucida.shp,633,Dovyalis_lucida,Salicaceae,Dovyalis_lucida_Abbott9221,Dovyalis_lucida_Abbott9221,Dovyalis_lucida_Sim,7,8,5,1.6
dovyalis_rhamnoides.shp,635,Dovyalis_rhamnoides,Salicaceae,Dovyalis_rhamnoides_Genbank,Dovyalis_rhamnoides_Genbank,Dovyalis_macrocalyx_(Oliv.)_Warb.,7,4.5,2.5,1.8
dracaena_aletriformis.shp,106,Dracaena_aletriformis,Asparagaceae,Dracaena_aletriformis_Abbott9145,Dracaena_aletriformis_Abbott9145,Dracaena_aletriformis_(Haw.)_Bos,5,100,12,8.33
dracaena_mannii.shp,108,Dracaena_mannii,Asparagaceae,Dracaena_mannii_OM1828,Dracaena_mannii_OM1828,Dracaena_mannii_Baker,5,40,2,20
dracaena_transvaalensis.shp,110,Dracaena_transvaalensis,Asparagaceae,Dracaena_transvaalensis_OM2008,Dracaena_transvaalensis_OM2008,Dracaena_transvaalensis_Baker,5,50,5,10
drypetes_arguta.shp,468,Drypetes_arguta,Euphorbiaceae,Drypetes_arguta_Abbott9149,Drypetes_arguta_Abbott9149,Drypetes_arguta_(M≥ll.Arg.)_Hutch.,10,11,4,2.75
drypetes_reticulata.shp,472,Drypetes_reticulata,Euphorbiaceae,Drypetes_reticulata_RBN270,Drypetes_reticulata_RBN270,Drypetes_reticulata_Pax,18,12,8.5,1.41
duranta_erecta.shp,2346,Duranta_erecta,Verbenaceae,Duranta_erecta_RBN217,Duranta_erecta_RBN217,Duranta_erecta_L.,Exotic,Exotic,Exotic,NA
duvernoia_aconitifolia.shp,2201,Duvernoia_aconitiflora,Acanthaceae,Duvernoia_aconitiflora_OM1816,Duvernoia_aconitiflora_OM1816,Justicia_aconitiflora_(A.Meeuse)_Cubey,6,23,15,1.53
duvernoia_adhatodoides.shp,2202,Duvernoia_adhatodoides,Acanthaceae,Duvernoia_adhatodoides_OM1759,Duvernoia_adhatodoides_OM1759,Justicia_adhatodoides_(Nees)_V.A.W.Graham,3,15,5.5,2.73
ehretia_amoena.shp,1902,Ehretia_amoena,Boraginaceae,Ehretia_amoena_OM2533,Ehretia_amoena_OM2533,Ehretia_amoena_Klotzsch,5,12,8,1.5
ehretia_rigida_rigida.shp,1909,Ehretia_rigida_subsp._rigida,Boraginaceae,Ehretia_rigida_OM396,Ehretia_rigida_OM396,Ehretia_rigida_(Thunb.)_Druce,4,3.5,2.5,1.4
ekebergia_pterophylla.shp,1639,Ekebergia_pterophylla,Meliaceae,Ekebergia_pterophylla_OM3263,Ekebergia_pterophylla_OM3263,Ekebergia_pterophylla_(C.DC.)_Hofmeyr,10,5,2.5,2
elaeodendron_croceum.shp,296,Elaeodendron_croceum,Celastraceae,Elaeodendron_croceum_Abbott9197,Elaeodendron_croceum_Abbott9197,Cassine_crocea_(Thunb.)_C.Presl.,10,11,4,2.75
elaeodendron_matabelicum.shp,298,Elaeodendron_matabelicum,Celastraceae,Elaeodendron_matabelicum_Genbank,Elaeodendron_matabelicum_Genbank,Cassine_matabelica_(Loes.)_Steedman,7,10,4.5,2.22
elaeodendron_transvaalense.shp,300,Elaeodendron_transvaalense,Celastraceae,Elaeodendron_transvaalense_OM1229,Elaeodendron_transvaalense_OM1229,Cassine_transvaalensis_(Burtt_Davy)_Codd.,5,7,3,2.33
elaeodendron_zeyheri.shp,366,Maytenus_undata,Celastraceae,Maytenus_undata_OM2644,Maytenus_undata_OM2644,Maytenus_undata_(Thunb.)_Blakelock,10,13,9,1.44
elephantorrhiza_burkei.shp,865,Elephantorrhiza_burkei,Fabaceae,Elephantorrhiza_burkei_OM1945,Elephantorrhiza_burkei_OM1945,Elephantorrhiza_burkei_Benth.,6,1.5,0.4,3.75
elephantorrhiza_elephantina.shp,866,Elephantorrhiza_elephantina,Fabaceae,Elephantorrhiza_elephantina_OM483,Elephantorrhiza_elephantina_OM483,Elephantorrhiza_elephantina_(Burch.)_Skeels,1,1,0.2,5
elephantorrhiza_goetzei_goetzei.shp,867,Elephantorrhiza_goetzei_subsp._goetzei,Fabaceae,Elephantorrhiza_goetzei_OM1207,Elephantorrhiza_goetzei_OM1207,Elephantorrhiza_goetzei_(Harms)_Harms,7,1.2,0.27,4.44
embelia_xylocarpa.shp,1856,Embelia_xylocarpa,Primulaceae,Embelia_xylocarpa_OM2653,Embelia_xylocarpa_OM2653,Embelia_xylocarpa_P.Halliday,7,5,2.5,2
encephalartos_aemulans.shp,9,Encephalartos_aemulans,Zamiaceae,Encephalartos_aemulans_PR861,Encephalartos_aemulans_PR861,Encephalartos_aemulans_Vorster,4,12.5,15,0.83
encephalartos_altensteinii.shp,10,Encephalartos_altensteinii,Zamiaceae,Encephalartos_altensteinii_PR668,Encephalartos_altensteinii_PR668,Encephalartos_altensteinii_Lehm.,7.6,15,2.5,6
encephalartos_arenarius.shp,11,Encephalartos_arenarius,Zamiaceae,Encephalartos_arenarius_PR854,Encephalartos_arenarius_PR854,Encephalartos_arenarius_R.A.Dyer,1,16,4,4
encephalartos_brevifoliolatus.shp,12,Encephalartos_brevifoliolatus,Zamiaceae,Encephalartos_brevifoliolatus_Xdk2,Encephalartos_brevifoliolatus_Xdk2,Encephalartos_brevifoliolatus_Vorster_,2.5,12,1.5,8
