map_name,ID,Scientific_name,Family,original_matrix_name,matrix_name,publication_name,height,length,width,ratio
abutilon_angulatum.shp,1367,Abutilon_angulatum,Malvaceae,Abutilon_angulatum_OM1934,Abutilon_angulatum_OM1934,Abutilon_angulatum_(Guill._&_Perr.)_Mast.,3.5,30,25,1.2
abutilon_sonneratum.shp,1369,Abutilon_sonneratium,Malvaceae,Abutilon_sonneratianum_LTM034,Abutilon_sonneratianum_LTM034,Abutilon_sonneratianum_(Cav.)_Sweet,2,10,7,1.43
acacia_adenocalyx.shp,679,Acacia_adenocalyx,Fabaceae,Acacia_adenocalyx_OM2439,Acacia_adenocalyx_OM2439,Acacia_adenocalyx_Brenan_&_Exell,5,0.35,0.075,4.67
acacia_amythethophylla.shp,680,Acacia_amythethophylla,Fabaceae,Acacia_amythethophylla_RL1314,Acacia_amythethophylla_RL1314,Acacia_amythethophylla_A.Rich.,15,1.1,0.4,2.75
acacia_arenaria.shp,681,Acacia_arenaria,Fabaceae,Acacia_arenaria_OM1048,Acacia_arenaria_OM1048,Acacia_arenaria_Schinz,9,0.4,0.1,4
acacia_ataxacantha.shp,682,Acacia_ataxacantha,Fabaceae,Acacia_ataxacantha_RL1326,Acacia_ataxacantha_RL1326,Acacia_ataxacantha_DC.,10,0.5,0.15,3.33
acacia_borleae.shp,684,Acacia_borleae,Fabaceae,Acacia_borlea_OM1902,Acacia_borlea_OM1902,Acacia_borleae_Burtt_Davy,5,0.65,0.2,3.25
acacia_brevispica_dregeana.shp,685,Acacia_brevispica_subsp._dregeana,Fabaceae,Acacia_brevispica_RL1333,Acacia_brevispica_RL1333,Acacia_brevispica_Harms,8,1,0.1,10
acacia_burkei.shp,686,Acacia_burkei,Fabaceae,Acacia_burkei_RL1479,Acacia_burkei_RL1479,Acacia_burkei_Benth.,30,2,1.3,1.54
acacia_caffra.shp,687,Acacia_caffra,Fabaceae,Acacia_caffra_RL1335,Acacia_caffra_RL1335,Acacia_caffra_(Thunb.)_Willd.,8,0.7,0.15,4.67
acacia_chariessa.shp,688,Acacia_chariessa,Fabaceae,Acacia_chariessa_MvdB2158,Acacia_chariessa_MvdB2158,Acacia_chariessa_Milne-Redh.,3,0.8,0.4,2
acacia_davyi.shp,690,Acacia_davyi,Fabaceae,Acacia_davyi_RL1315,Acacia_davyi_RL1315,Acacia_davyi_N.E.Br.,3,0.5,0.1,5
acacia_dyeri.shp,693,Acacia_dyeri,Fabaceae,Acacia_dyeri_RL1309,Acacia_dyeri_RL1309,Acacia_dyeri_P.P.Sw._ex_Coates_Palgr,1,0.8,0.3,2.67
acacia_eriocarpa.shp,696,Acacia_eriocarpa,Fabaceae,Acacia_eriocarpa_MvdB2157,Acacia_eriocarpa_MvdB2157,Acacia_eriocarpa_Brenan,6,1.8,0.9,2
acacia_erioloba.shp,697,Acacia_erioloba,Fabaceae,Acacia_erioloba_RL1298,Acacia_erioloba_RL1298,Acacia_erioloba_E.Mey.,16,1.3,0.4,3.25
acacia_erubescens.shp,698,Acacia_erubescens,Fabaceae,Acacia_erubescens_OM780,Acacia_erubescens_OM780,Acacia_erubescens_Oliv.,10,0.75,0.2,3.75
acacia_exuvialis.shp,699,Acacia_exuvialis,Fabaceae,Acacia_exuvialis_OM260,Acacia_exuvialis_OM260,Acacia_exuvialis_Verd.,4.5,1,0.45,2.22
acacia_fleckii.shp,701,Acacia_fleckii,Fabaceae,Acacia_fleckii_RL1328,Acacia_fleckii_RL1328,Acacia_fleckii_Schinz,10,0.5,0.1,5
acacia_galpinii.shp,702,Acacia_galpinii,Fabaceae,Acacia_galpinii_RL1304,Acacia_galpinii_RL1304,Acacia_galpinii_Burtt_Davy,25,1.1,0.3,3.67
acacia_gerrardii_gerrardii.shp,703,Acacia_gerrardii_subsp._gerrardii_var._gerrardii,Fabaceae,Acacia_gerrardii_OM315,Acacia_gerrardii_OM315,Acacia_gerrardii_Benth.,8,0.75,0.2,3.75
acacia_goetzei_goetzei.shp,704,Acacia_goetzei_subsp._goetzei,Fabaceae,Acacia_goetzii_goetzii_RL1322,Acacia_goetzii_goetzii_RL1322,Acacia_goetzei_subsp._microphylla_Brenan,15,1.7,0.7,2.43
acacia_goetzei_microphylla.shp,705,Acacia_goetzei_subsp._microphylla,Fabaceae,Acacia_goetzei_microphylla_RL1320,Acacia_goetzei_microphylla_RL1320,Acacia_goetzei_subsp._goetzei_Harms,15,1.7,0.3,5.67
acacia_grandicornuta.shp,706,Acacia_grandicornuta,Fabaceae,Acacia_grandicornuta_RL1286,Acacia_grandicornuta_RL1286,Acacia_grandicornuta_Gerstner,10,1,0.4,2.5
acacia_hebeclada_chobiensis.shp,708,Acacia_hebeclada_subsp._chobiensis,Fabaceae,Acacia_hebeclada_cheboensis_OM1034,Acacia_hebeclada_cheboensis_OM1034,Acacia_hebeclada_subsp._chobiensis_Schreib.,7,0.7,0.2,3.5
acacia_hebeclada_hebeclada.shp,709,Acacia_hebeclada_subsp._hebeclada,Fabaceae,Acacia_hebeclada_hebeclada_RL1317,Acacia_hebeclada_hebeclada_RL1317,Acacia_hebeclada_subsp._hebeclada_DC.,7,0.7,0.2,3.5
acacia_hebeclada_tristis.shp,710,Acacia_hebeclada_subsp._tristis,Fabaceae,Acacia_heboclada_tristis_OM1049,Acacia_heboclada_tristis_OM1049,Acacia_hebeclada_subsp._tristis_A.Schreib.,7,0.7,0.2,3.5
acacia_hereroensis.shp,711,Acacia_hereroensis,Fabaceae,Acacia_hereroensis_RL1332,Acacia_hereroensis_RL1332,Acacia_hereroensis_Engl.,10,0.2,0.05,4
acacia_karroo.shp,712,Acacia_karroo,Fabaceae,Acacia_karroo_OM3013,Acacia_karroo_OM3013,Acacia_karroo_Hayne,15,1,0.5,2
acacia_kirkii_kirkii_kirkii.shp,713,Acacia_kirkii_subsp._kirkii_var._kirkii,Fabaceae,Acacia_kirkii_RL1307,Acacia_kirkii_RL1307,Acacia_kirkii_Oliv.,15,0.5,0.1,5
acacia_kosiensis.shp,714,Acacia_kosiensis,Fabaceae,Acacia_kosiensis_RL1305,Acacia_kosiensis_RL1305,Acacia_kosiensis_P.P.Sw._,17,0.55,0.15,3.67
acacia_kraussiana.shp,715,Acacia_kraussiana,Fabaceae,Acacia_kraussiana_RL1287,Acacia_kraussiana_RL1287,Acacia_kraussiana_Benth.,6,2.3,0.8,2.88
acacia_luederitzii_retinens.shp,718,Acacia_luederitzii_var._retinens,Fabaceae,Acacia_luederitzii_retinens_RL1285,Acacia_luederitzii_retinens_RL1285,Acacia_luederitzii_var._retinens_(Sim)_J._Ross_&_Brenan,5,0.6,0.16,3.75
acacia_luederitzii_var_luederitzii.shp,717,Acacia_luederitzii_var._luederitzii,Fabaceae,Acacia_luederitzii_luederitzii_RL1500,Acacia_luederitzii_luederitzii_RL1500,Acacia_luederitzii_Engl.,12,0.5,0.15,3.33
acacia_mellifera_detinens.shp,721,Acacia_mellifera_subsp._detinens,Fabaceae,Acacia_mellifera_detinens_RL1329,Acacia_mellifera_detinens_RL1329,Acacia_mellifera_subsp._detinens_(Burch.)_Brenan,7,2.2,1.6,1.38
acacia_mellifera_subsp_mellifera.shp,722,Acacia_mellifera_subsp._mellifera,Fabaceae,Acacia_mellifera_mellifera_OM1060,Acacia_mellifera_mellifera_OM1060,Acacia_mellifera_(M.Vahl)_Benth.,7,1.5,1.2,1.25
acacia_montis-usti.shp,723,Acacia_montis-usti,Fabaceae,Acacia_montis-usti_OM1065,Acacia_montis_usti_OM1065,Acacia_montis-usti_Merxm._&_A.Schreib._,9,0.8,0.4,2
acacia_natalitia.shp,724,Acacia_natalitia,Fabaceae,Acacia_natalitia_RL1330,Acacia_natalitia_RL1330,Acacia_karroo_Hayne,5,0.64,0.16,4
acacia_nebrownii.shp,725,Acacia_nebrownii,Fabaceae,Acacia_nebrownii_OM1050,Acacia_nebrownii_OM1050,Acacia_nebrownii_Burtt_Davy,7,0.8,0.5,1.6
acacia_nigrescens.shp,726,Acacia_nigrescens,Fabaceae,Acacia_nigrescens_RBN314,Acacia_nigrescens_RBN314,Acacia_nigrescens_Oliv.,20,2.5,2.2,1.14
acacia_nilotica_kraussiana.shp,727,Acacia_nilotica_subsp._kraussiana,Fabaceae,Acacia_nilotica_RL1302,Acacia_nilotica_RL1302,Acacia_nilotica_(L.)_Delile,10,0.4,0.08,5
acacia_ormocarpoides.shp,728,Acacia_ormocarpoides,Fabaceae,Acacia_ormocarpoides_RL1293,Acacia_ormocarpoides_RL1293,Acacia_ormocarpoides_P.J.H.Hurter,3.5,NA,NA,NA
acacia_permixta.shp,730,Acacia_permixta,Fabaceae,Acacia_permixta_Johan2,Acacia_permixta_Johan2,Acacia_permixta_Burtt_Davy,4,0.6,0.2,3
acacia_polyacantha_campylacantha.shp,732,Acacia_polyacantha_subsp._campylacantha,Fabaceae,Acacia_polyacantha_RL1323,Acacia_polyacantha_RL1323,Acacia_polyacantha_subsp._campylacantha_(A.Rich.)_Brenan,20,0.5,0.075,6.67
acacia_reficiens_reficiens.shp,734,Acacia_reficiens_subsp._reficiens,Fabaceae,Acacia_reficiens_Acaref,Acacia_reficiens_Acaref,Acacia_reficiens_Wawra,5,1,0.3,3.33
acacia_rehmanniana.shp,735,Acacia_rehmanniana,Fabaceae,Acacia_rehmanniana_RL1288,Acacia_rehmanniana_RL1288,Acacia_rehmanniana_Schinz_,10,0.3,0.07,4.29
acacia_robbertsei.shp,736,Acacia_robbertsii,Fabaceae,Acacia_robbertsei_Genbank,Acacia_robbertsei_Genbank,Acacia_robbertsei_P.P.Sw,4,0.6,0.22,2.73
acacia_robusta_clavigera.shp,737,Acacia_robusta_subsp._clavigera,Fabaceae,Acacia_robusta_clavigera_RBN354,Acacia_robusta_clavigera_RBN354,Acacia_robusta_subsp._clavigera_(E.Mey.)_Brenan,12,1.2,0.35,3.43
acacia_robusta_robusta.shp,738,Acacia_robusta_subsp._robusta,Fabaceae,Acacia_robusta_robusta_RL1310,Acacia_robusta_robusta_RL1310,Acacia_robusta_Burch.,8,1.25,0.5,2.5
acacia_robusta_usambarensis.shp,739,Acacia_robusta_subsp._usambarensis,Fabaceae,Acacia_robusta_usambarensis_OM2458,Acacia_robusta_usambarensis_OM2458,Acacia_robusta_subsp._usambarensis_(Taub.)_Brenan,12,1.2,0.2,6
acacia_robynsiana.shp,740,Acacia_robynsiana,Fabaceae,Acacia_robynsiana_OM1066,Acacia_robynsiana_OM1066,Acacia_robynsiana_Merxm._&_A.Schreib.,9,0.8,0.3,2.67
acacia_schweinfurthii_schweinfurthii.shp,742,Acacia_schweinfurthii_var._schweinfurthii,Fabaceae,Acacia_schweinfurthii_OM1539,Acacia_schweinfurthii_OM1539,Acacia_schweinfurthii_Brenan_&_Exell_,12,0.8,0.2,4
acacia_sekhukhuniensis.shp,743,Acacia_sekhukhuniensis,Fabaceae,Acacia_sekukhuniensis_RL1296,Acacia_sekukhuniensis_RL1296,Acacia_sekhukhuniensis_P.J.H.Hurter,3.5,1.6,0.5,3.2
acacia_senegal_leiorhachis.shp,744,Acacia_senegal_var._leiorhachis,Fabaceae,Acacia_senegal_leioharchis_OM866,Acacia_senegal_leioharchis_OM866,Acacia_senegal_var._leiorhachis_Brenan,9,0.7,0.17,4.12
acacia_senegal_rostrata.shp,745,Acacia_senegal_var._rostrata,Fabaceae,Acacia_senegal_senegal_OM255,Acacia_senegal_senegal_OM255,Acacia_senegal_(L.)_Willd.,4,0.5,0.16,3.13
acacia_sieberiana_sieberiana.shp,746,Acacia_sieberiana_var._sieberiana,Fabaceae,Acacia_sieberiana_sieberiana_OM1029,Acacia_sieberiana_sieberiana_OM1029,Acacia_sieberiana_DC.,17,0.65,0.15,4.33
acacia_sieberiana_woodii.shp,747,Acacia_sieberiana_var._woodii,Fabaceae,Acacia_sieberiana_woodii_OM966,Acacia_sieberiana_woodii_OM966,Acacia_sieberiana_var._woodii_(Burtt_Davy)_Keay_&_Brenan,17,0.65,0.12,5.42
acacia_stuhlmannii.shp,748,Acacia_stuhlmannii,Fabaceae,Acacia_stuhlmannii_RL1294,Acacia_stuhlmannii_RL1294,Acacia_stuhlmannii_Taub.,4,0.7,0.2,3.5
acacia_swazica.shp,749,Acacia_swazica,Fabaceae,Acacia_swazica_RL1327,Acacia_swazica_RL1327,Acacia_swazica_Burtt_Davy,3,1.3,0.6,2.17
acacia_theronii.shp,751,Acacia_theronii,Fabaceae,Acacia_theronii_RL1313,Acacia_theronii_RL1313,Acacia_theronii_P.P.Sw.,6,0.6,0.12,5
acacia_tortilis_heteracantha.shp,753,Acacia_tortilis_subsp._heteracantha,Fabaceae,Acacia_tortilis_heterantha_RL1337,Acacia_tortilis_heterantha_RL1337,Acacia_tortilis_subsp._heteracantha_(Burch.)_Brenan,20,2,0.3,6.67
acacia_welwitschii_delagoensis.shp,755,Acacia_welwitschii_subsp._delagoensis,Fabaceae,Acacia_welwitschii_delagoensis_OM2548,Acacia_welwitschii_delagoensis_OM2548,Acacia_welwitschii_subsp._delagoensis_(Harms)_J.H.Ross_&_Brenan,12,1.5,1.1,1.36
acacia_xanthophloea.shp,756,Acacia_xanthophloea,Fabaceae,Acacia_xanthophloea_OM2579,Acacia_xanthophloea_OM2579,Acacia_xanthophloea_Benth.,25,0.5,0.15,3.33
acalypha_chirindica.shp,418,Acalypha_chirindica,Euphorbiaceae,Acalypha_chirindica_OM2341,Acalypha_chirindica_OM2341,Acalypha_chirindica_S.Moore,5,13,5,2.6
acalypha_glabrata_glabrata.shp,420,Acalypha_glabrata_var._glabrata,Euphorbiaceae,Acalypha_glabrata_glabrata_OM441,Acalypha_glabrata_glabrata_OM441,Acalypha_glabrata_Thunb.,5,8,5,1.6
acalypha_glabrata_pilosa.shp,421,Acalypha_glabrata_var._pilosa,Euphorbiaceae,Acalypha_glabrata_pilosa_OM1979,Acalypha_glabrata_pilosa_OM1979,Acalypha_glabrata_f._pilosior_(Kuntze)_Prain_&_Hutch.,5,8,5,1.6
acokanthera_oblongifolia.shp,1917,Acokanthera_oblongifolia,Apocynaceae,Acokanthera_oblongifolia_OM2240,Acokanthera_oblongifolia_OM2240,Acokanthera_oblongifolia_(Hochst.)_Benth._&_Hook.f._ex_B.D.Jacks.,15,12,6,2
acokanthera_oppositifolia.shp,1918,Acokanthera_oppositifolia,Apocynaceae,Acokanthera_oppositifolia_OM3240,Acokanthera_oppositifolia_OM3240,Acokanthera_oppositifolia_(Lam.)_Codd,5,10,6.5,1.54
acokanthera_rotundata.shp,1919,Acokanthera_rotundata,Apocynaceae,Acokanthera_rotundata_OM2009,Acokanthera_rotundata_OM2009,Acokanthera_rotundata_(Codd)_Kupicha_,6,7.5,5.5,1.36
acridocarpus_natalitius_natalitius.shp,579,Acridocarpus_natalitius_var._natalitius,Malpighiaceae,Acridocarpus_natalitius_natalitius_OM2034,Acridocarpus_natalitius_natalitius_OM2034,Acridocarpus_natalitius_A.Juss.,5,13.5,5,2.7
adansonia_digitata.shp,1370,Adansonia_digitata,Malvaceae,Adansonia_digitata_OM1306,Adansonia_digitata_OM1306,Adansonia_digitata_L.,28,15,7,2.14
adenia_fruticosa.shp,607,Adenia_fruticosa_subsp._fruticosa,Passifloraceae,Adenia_fruticosa_fruticosa_OM1950,Adenia_fruticosa_fruticosa_OM1950,Adenia_fruticosa_Burtt_Davy,2,8,8,1
adenia_gummifera.shp,610,Adenia_gummifera,Passifloraceae,Adenia_gummifera_OM2473,Adenia_gummifera_OM2473,Adenia_gummifera_(Harv.)_Harms,30,11,11,1
adenia_spinosa.shp,612,Adenia_spinosa,Passifloraceae,Adenia_spinosa_OM1618,Adenia_spinosa_OM1618,Adenia_spinosa_Burtt_Davy,2.5,2.5,1.6,1.56
adenium_multiflorum.shp,1921,Adenium_multiflorum,Apocynaceae,Adenium_multiflorum_OM1161,Adenium_multiflorum_OM1161,Adenium_multiflorum_Klotzsch,3,12.5,8,1.56
adenium_swazicum.shp,1922,Adenium_swazicum,Apocynaceae,Adenium_swasicum_OM1172,Adenium_swasicum_OM1172,Adenium_swazicum_Stapf,1,8,2,4
adenopodia_spicata.shp,759,Adenopodia_spicata,Fabaceae,Adenopodia_spicata_MWC28710,Adenopodia_spicata_MWC28710,Adenopodia_spicata_(E.Mey.)_C.Presl_,10,1.5,0.6,2.5
afrocanthium_lactescens.shp,1990,Afrocanthium_lactescens,Rubiaceae,Afrocanthium_lactescens_Genbank,Afrocanthium_lactescens_Genbank,Afrocanthium_lactescens_(Hiern)_Lantz,9,18,13,1.38
afrocanthium_mundianum.shp,1991,Afrocanthium_mundianum,Rubiaceae,Afrocanthium_mundianum_Abbott9224,Afrocanthium_mundianum_Abbott9224,Afrocanthium_mundianum_(Cham._&_Schltdl.)_Lantz,7,7.5,4.5,1.67
afrocanthium_racemulosum_racemulosum.shp,1994,Afrocanthium_racemulosum_var._racemulosum,Rubiaceae,Afrocanthium_racemulosum_OM2592,Afrocanthium_racemulosum_OM2592,Afrocanthium_racemulosum_(S.Moore)_Lantz,7,10,11.5,0.87
afzelia_quanzensis.shp,765,Afzelia_quanzensis,Fabaceae,Afzelia_quanzensis_OM2113,Afzelia_quanzensis_OM2113,Afzelia_quanzensis_Welw.,35,9,6,1.5
alangium_chinense.shp,1772,Alangium_chinense,Cornaceae,Alangium_chinense_Genbank,Alangium_chinense_Genbank,Alangium_chinense_(Lour.)_Harms,24,19,10,1.9
alberta_magna.shp,1996,Alberta_magna,Rubiaceae,Alberta_magna_Abbott9117,Alberta_magna_Abbott9117,Alberta_magna_E.Mey.,13,13,5,2.6
albizia_adianthifolia_adianthifolia.shp,766,Albizia_adianthifolia_var._adianthifolia,Fabaceae,Albizia_adianthifolia_OM2610,Albizia_adianthifolia_OM2610,Albizia_adianthifolia_(Schum.)_W.Wight,40,2,0.8,2.5
albizia_amara_sericocephala.shp,767,Albizia_amara_subsp._sericocephala,Fabaceae,Albizia_amara_OM2136,Albizia_amara_OM2136,Albizia_amara_subsp._sericocephala_(Benth.)_Brenan,12,0.4,0.1,4
albizia_anthelmintica.shp,768,Albizia_anthelmintica,Fabaceae,Albizia_anthelmintica_OM2576,Albizia_anthelmintica_OM2576,Albizia_anthelmintica_Brongn.,10,3.6,3,1.2
albizia_brevifolia.shp,770,Albizia_brevifolia,Fabaceae,Albizia_brevifolia_OM826,Albizia_brevifolia_OM826,Albizia_brevifolia_Schinz,10,0.75,0.18,4.17
albizia_forbesii.shp,771,Albizia_forbesii,Fabaceae,Albizia_forbesii_OM331,Albizia_forbesii_OM331,Albizia_forbesii_Benth.,20,0.9,0.2,4.5
albizia_glaberrima_glabrescens.shp,772,Albizia_glaberrima,Fabaceae,Albizia_glaberima_OM2605,Albizia_glaberima_OM2605,Albizia_glaberrima_(Schum._&_Thonn.)_Benth.,25,3.5,1.2,2.92
albizia_harveyi.shp,774,Albizia_harveyi,Fabaceae,Albizia_harveyi_OM773,Albizia_harveyi_OM773,Albizia_harveyi_E.Fourn.,11,0.6,0.15,4
albizia_petersiana_evansii.shp,775,Albizia_petersiana_subsp._evansii,Fabaceae,Albizia_petersiana_OM1378,Albizia_petersiana_OM1378,Albizia_petersiana_subsp._evansii_(Burtt_Davy)_Brenan,21,1.6,0.8,2
albizia_suluensis.shp,778,Albizia_suluensis,Fabaceae,Albizia_suluensis_OM2227,Albizia_suluensis_OM2227,Albizia_suluensis_Gerstner_,15,2.5,1.5,1.67
albizia_tanganyicensis_tanganyicensis.shp,779,Albizia_tanganyicensis_subsp._tanganyicensis,Fabaceae,Albizia_tanganyicensis_OM1972,Albizia_tanganyicensis_OM1972,Albizia_tanganyicensis_Baker_f.,20,4,1.2,3.33
albizia_versicolor.shp,780,Albizia_versicolor,Fabaceae,Albizia_versicolor_OM2535,Albizia_versicolor_OM2535,Albizia_versicolor_Oliv.,18,5.5,3,1.83
albizia_zimmermannii.shp,781,Albizia_zimmermannii,Fabaceae,Albizia_zimmermannii_OM2363,Albizia_zimmermannii_OM2363,Albizia_zimmermannii_Harms,15,1.5,0.8,1.88
alchornea_hirtella_forma_glabrata.shp,425,Alchornea_hirtella_forma_glabrata,Euphorbiaceae,Alchornea_hirtella_MWC36209,Alchornea_hirtella_MWC36209,Alchornea_hirtella_f._glabrata_(M≥ll.Arg.)_Pax_&_K.Hoffm.,12,20,8,2.5
alchornea_laxiflora.shp,426,Alchornea_laxiflora,Euphorbiaceae,Alchornea_laxiflora_OM2330,Alchornea_laxiflora_OM2330,Alchornea_laxiflora_(Benth.)_Pax_&_K.Hoffm.,6,17,8,2.13
allocassine_laurifolia.shp,288,Allocassine_laurifolia,Celastraceae,Allocassine_laurifolia_Abbott9147,Allocassine_laurifolia_Abbott9147,Allocassine_laurifolia_(Harv.)_N.Robson_,5,14,7,2
allophylus_africanus_africanus.shp,1696,Allophylus_africanus_var._africanus,Sapindaceae,Allophylus_africanus_Abbott9141,Allophylus_africanus_Abbott9141,Allophylus_africanus_P.Beauv.,10,15,8,1.88
allophylus_decipiens.shp,1700,Allophylus_decipiens,Sapindaceae,Allophylus_decipiens_OM1846,Allophylus_decipiens_OM1846,Allophylus_decipiens_(E.Mey.)_Radlk.,4,4.5,2.5,1.8
allophylus_dregeanus.shp,1701,Allophylus_dregeanus,Sapindaceae,Allophylus_dregeanus_Abbott9136,Allophylus_dregeanus_Abbott9136,Allophylus_dregeanus_(Sond.)_De_Winter,7,12.5,5,2.5
allophylus_natalensis.shp,1702,Allophylus_natalensis,Sapindaceae,Allophylus_natalensis_OM2224,Allophylus_natalensis_OM2224,Allophylus_natalensis_(Sond.)_De_Winter_,5,8.5,2,4.25
allophylus_rubifolius.shp,1704,Allophylus_rubifolius_var._rubifolius,Sapindaceae,Allophylus_rubifolius_OM2348,Allophylus_rubifolius_OM2348,Allophylus_rubifolius_(Hochst._ex_A.Rich.)_Engl.,6,9,5,1.8
aloe_africana.shp,111,Aloe_africana,Xanthorrhoeaceae,Aloe_africana_OM3190,Aloe_africana_OM3190,Aloe_africana_Mill.,4,61,7.6,8.03
aloe_angelica.shp,113,Aloe_angelica,Xanthorrhoeaceae,Aloe_angelica_OM2960,Aloe_angelica_OM2960,Aloe_angelica_Pole-Evans,4,80,12,6.67
aloe_arborescens.shp,114,Aloe_arborescens,Xanthorrhoeaceae,Aloe_arborescens_Abbott9167,Aloe_arborescens_Abbott9167,Aloe_arborescens_Mill.,3,60,7,8.57
aloe_barberae.shp,115,Aloe_barberae,Xanthorrhoeaceae,Aloe_barberae_Abbott9219,Aloe_barberae_Abbott9219,Aloe_barberae_Dyer,18,90,9,10
aloe_castanea.shp,116,Aloe_castanea,Xanthorrhoeaceae,Aloe_castanea_OM2961,Aloe_castanea_OM2961,Aloe_castanea_Sch˜nland_,4,100,10,10
aloe_comosa.shp,117,Aloe_comosa,Xanthorrhoeaceae,Aloe_comosa_BHD385,Aloe_comosa_BHD385,Aloe_comosa_Marloth_&_A.Berger,2,65,12,5.42
aloe_dichotoma.shp,118,Aloe_dichotoma,Xanthorrhoeaceae,Aloe_dichotoma_OM2953,Aloe_dichotoma_OM2953,Aloe_dichotoma_Masson,7,35,5,7
aloe_excelsa.shp,120,Aloe_excelsa,Xanthorrhoeaceae,Aloe_excelsa_OM1621,Aloe_excelsa_OM1621,Aloe_excelsa_A.Berger,4,90,15,6
aloe_ferox.shp,121,Aloe_ferox,Xanthorrhoeaceae,Aloe_ferox_Abbott9235,Aloe_ferox_Abbott9235,Aloe_ferox_Mill.,5,100,15,6.67
aloe_marlothii_marlothii.shp,124,Aloe_marlothii_subsp._marlothii,Xanthorrhoeaceae,Aloe_marlothii_OM1490,Aloe_marlothii_OM1490,Aloe_marlothii_A.Berger,6,150,25,6
aloe_pillansii.shp,127,Aloe_pillansii,Xanthorrhoeaceae,Aloe_pillansii_BHD390,Aloe_pillansii_BHD390,Aloe_dichotoma_subsp._pillansii_(L.Guthrie)_Zonn.,10,60,10,6
aloe_plicatilis.shp,128,Aloe_plicatilis,Xanthorrhoeaceae,Aloe_plicatilis_BHD193,Aloe_plicatilis_BHD193,Aloe_plicatilis_(L.)_Mill.,5,30,4,7.5
aloe_pluridens.shp,129,Aloe_pluridens,Xanthorrhoeaceae,Aloe_pluridens_Abbott9217,Aloe_pluridens_Abbott9217,Aloe_pluridens_Haw.,5,70,6,11.67
aloe_ramosissima.shp,130,Aloe_ramosissima,Xanthorrhoeaceae,Aloe_ramosissima_OM2954,Aloe_ramosissima_OM2954,Aloe_dichotoma_subsp._ramosissima_(Pillans)_Zonn.,3,20,2.2,9.09
aloe_speciosa.shp,132,Aloe_speciosa,Xanthorrhoeaceae,Aloe_speciosa_BHD394,Aloe_speciosa_BHD394,Aloe_hexapetala_Salm-Dyck.,6,70,9,7.78
aloe_spicata.shp,134,Aloe_spicata,Xanthorrhoeaceae,Aloe_spicata_OM1522,Aloe_spicata_OM1522,Aloe_spicata_L.f.,2,70,9.5,7.37
aloe_thraskii.shp,135,Aloe_thraskii,Xanthorrhoeaceae,Aloe_thraskii_BHD411,Aloe_thraskii_BHD411,Aloe_thraskii_Baker,4,160,22,7.27
amblygonocarpus_andongensis.shp,782,Amblygonocarpus_andongensis,Fabaceae,Amblygonocarpus_andongonensis_OM2609,Amblygonocarpus_andongonensis_OM2609,Amblygonocarpus_andongensis_(Oliv.)_Exell_&_Torre_,20,3,2,1.5
ancylobotrys_capensis.shp,1923,Ancylobothrys_capensis,Apocynaceae,Ancylobothrys_capensis_OM1615,Ancylobothrys_capensis_OM1615,Ancylobothrys_capensis_(Oliv.)_Pichon,2,4,2.5,1.6
andrachne_ovalis.shp,427,Andrachne_ovalis,Euphorbiaceae,Andrachne_ovalis_Genbank,Andrachne_ovalis_Genbank,Pseudophyllanthus_ovalis_(E.Mey._ex_Sond.)_Voronts._&_Petra_Hoffm.,3,6,3,2
androstachys_johnsonii.shp,428,Androstachys_johnsonii,Euphorbiaceae,Androstachys_johnsonii_OM3354,Androstachys_johnsonii_OM3354,Androstachys_johnsonii_Prain,20,6,4,1.5
anginon_difforme.shp,2467,Anginon_difforme,Apiaceae,Anginon_difforme_OM2292,Anginon_difforme_OM2292,Anginon_difforme_(L.)_B.L.Burtt_,3,21,5,4.2
anisotes_formosissimus.shp,2194,Anisotes_formosissimus,Acanthaceae,Anisotes_formosissimus_OM868,Anisotes_formosissimus_OM868,Anisotes_formosissimus_(Klotzsch)_Milne-Redh.,4,7,4,1.75
annona_senegalensis_senegalensis.shp,80,Annona_senegalensis_subsp._senegalensis,Annonaceae,Annona_senegalensis_OM2732,Annona_senegalensis_OM2732,Annona_senegalensis_Pers.,8,18,11.5,1.57
anthocleista_grandiflora.shp,1970,Anthocleista_grandiflora,Gentianaceae,Anthocleista_grandiflora_OM2671,Anthocleista_grandiflora_OM2671,Anthocleista_grandiflora_Gilg,30,153,50,3.06
antidesma_venosum.shp,431,Antidesma_venosum,Euphorbiaceae,Antidesma_venosum_Genbank,Antidesma_venosum_Genbank,Antidesma_venosum_E.Mey._ex_Tul.,7,12,6,2
aphloia_theiformis.shp,395,Aphloia_theiformis,Aphloiaceae,Aphloia_theiformis_OM3397,Aphloia_theiformis_OM3397,Aphloia_theiformis_(Vahl)_Benn.,13,8,3,2.67
apodytes_dimidiata_dimidiata.shp,1913,Apodytes_dimidiata_subsp._dimidiata,Icacinaceae,Apodytes_dimidiata_OM2485,Apodytes_dimidiata_OM2485,Apodytes_dimidiata_E.Mey._ex_Arn.,5,6.5,5.5,1.18
argomuellera_macrophylla.shp,433,Argomuellera_macrophylla,Euphorbiaceae,Argomuellera_macrophylla_Genbank,Argomuellera_macrophylla_Genbank,Argomuellera_macrophylla_Pax,4.5,40,12,3.33
